Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
506,University 51,3.83,Some College,South Carriestad,M,0,0,0,0,Software Engineer,12/22,11/26,Front-end Developer,06/21,04/22,N/A,N/A,N/A,7.68,0
507,University 189,3.79,High School,Martinezhaven,F,N/A,1,N/A,0,IT Manager,08/21,09/24,Applications Developer,10/19,07/23,Front-end Developer,01/23,07/26,2.62,1
508,University 169,3.66,High School,Ramosland,N/A,0,1,N/A,0,Teaching Assistant,07/21,06/24,Research Assistant,06/17,08/18,N/A,N/A,N/A,1.92,0
509,University 188,3.27,Some College,Port Julie,F,1,0,N/A,0,Network Administrator,10/22,09/26,Research Assistant,04/21,10/21,Applications Developer,04/20,06/22,8.09,0
510,University 174,3.15,Post-Doc,Christophertown,M,1,1,N/A,0,Back-end Developer,07/17,06/21,Business Analyst,08/18,04/21,N/A,N/A,N/A,0.83,0
511,University 19,3.96,Masters,Brendaport,F,N/A,1,0,0,IT Manager,01/18,01/20,Research Assistant,04/17,09/20,N/A,N/A,N/A,0.3,0
512,University 169,3.32,Some College,Matthewton,M,0,1,1,0,IT Manager,07/17,07/20,Database Administrator,07/19,05/21,Front-end Developer,01/18,06/18,2.39,0
513,University 34,3.31,Some College,North Jack,M,1,0,0,0,Back-end Developer,04/23,10/24,N/A,N/A,N/A,N/A,N/A,N/A,8.78,0
514,University 46,3.94,Bachelors,South Michaelland,M,0,1,N/A,3,Software Engineer,05/16,05/18,Developer,07/16,05/17,N/A,N/A,N/A,9.12,0
515,University 56,2.83,High School,Bradleyburgh,N/A,0,1,0,3,Technical Support Specialist,07/18,10/19,Teaching Assistant,10/21,06/22,QA Analyst,12/20,04/22,4.54,0
516,University 126,2.8,Masters,Carolyntown,F,0,0,1,3,Developer,01/22,11/22,QA Analyst,10/18,10/21,N/A,N/A,N/A,6.38,0
517,University 16,3.81,Phd,East Eric,M,1,1,1,0,Developer,09/19,01/22,N/A,N/A,N/A,N/A,N/A,N/A,4.47,0
518,University 189,3.83,Masters,New Bethanystad,N/A,0,1,1,3,Product Manager,10/21,10/22,QA Analyst,05/20,11/22,Network Administrator,12/19,09/22,1.15,0
519,University 170,3.64,Phd,New Angelahaven,F,N/A,1,0,4,Technical Support Specialist,04/20,01/21,Back-end Developer,12/21,10/24,Product Manager,12/17,04/18,2.26,0
520,University 37,2.83,Phd,South John,M,1,0,0,0,Teaching Assistant,04/18,03/21,Full-stack Developer,06/18,01/20,N/A,N/A,N/A,6.28,1
521,University 67,3.53,High School,New Donald,M,0,1,1,0,UX Designer,02/23,09/26,Database Administrator,11/21,03/25,N/A,N/A,N/A,3.58,1
522,University 1,2.9,Some College,Christophertown,M,1,0,0,0,Data Analyst,10/19,09/21,Data Scientist,10/18,10/19,N/A,N/A,N/A,2.35,0
523,University 154,3.5,Post-Doc,Wyattmouth,F,1,0,N/A,0,UX Designer,08/16,11/18,Business Analyst,11/20,07/23,N/A,N/A,N/A,1.33,0
524,University 99,3.24,Phd,Rileyhaven,F,0,0,1,3,Database Administrator,03/23,05/26,Database Administrator,08/22,08/25,Back-end Developer,09/22,01/24,3.37,1
525,University 195,3.0,Bachelors,Bellmouth,F,0,1,0,4,Web Developer,06/19,02/22,Network Administrator,02/23,10/25,N/A,N/A,N/A,9.75,1
526,University 12,3.22,Some College,Tiffanyport,M,1,1,N/A,0,Applications Developer,06/21,07/22,N/A,N/A,N/A,N/A,N/A,N/A,0.97,1
527,University 146,2.94,Bachelors,Mitchellview,F,0,0,1,3,Applications Developer,04/23,09/24,Teaching Assistant,03/22,04/23,Back-end Developer,12/19,04/22,3.78,0
528,University 195,3.98,Bachelors,Kellerhaven,F,N/A,0,N/A,3,UX Designer,02/18,02/19,Data Scientist,03/22,10/25,Network Administrator,02/23,06/23,6.93,1
529,University 147,3.4,Post-Doc,New Andrea,F,0,0,1,3,Developer,08/22,12/24,IT Manager,02/18,09/21,Research Assistant,11/21,01/22,2.41,0
530,University 108,2.81,High School,West Scottside,N/A,1,0,0,3,Applications Developer,01/19,01/22,Full-stack Developer,07/18,03/21,Database Administrator,02/18,08/20,2.45,0
531,University 12,3.42,Some College,Lake Jeffreyfort,M,1,0,N/A,4,Data Analyst,05/21,01/25,Web Developer,02/19,08/22,N/A,N/A,N/A,1.81,0
532,University 163,3.86,Masters,South William,M,N/A,0,N/A,3,Teaching Assistant,10/17,07/19,Front-end Developer,05/21,07/21,IT Manager,02/21,05/22,9.79,1
533,University 5,3.99,Phd,Martinstad,M,1,1,1,0,Teaching Assistant,05/22,02/25,QA Analyst,09/16,08/18,Database Administrator,04/21,10/21,8.48,0
534,University 36,3.04,High School,North Amy,F,1,1,1,0,Back-end Developer,09/18,07/20,Product Manager,05/22,07/24,Back-end Developer,04/17,03/21,7.03,0
535,University 38,3.09,High School,Bakermouth,F,N/A,0,1,0,Technical Support Specialist,01/19,11/19,Full-stack Developer,07/21,08/24,UX Designer,02/17,05/20,2.08,0
536,University 4,2.84,Some College,East Debrashire,M,0,0,N/A,0,Database Administrator,01/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A,2.31,1
537,University 91,2.89,Post-Doc,Paigestad,F,N/A,0,0,0,Data Scientist,08/21,02/22,Full-stack Developer,08/22,04/25,Developer,10/20,02/22,7.02,0
538,University 166,2.83,Some College,West Rodney,F,0,0,N/A,0,Research Assistant,04/16,01/17,System Analyst,06/20,01/23,Developer,01/21,03/22,0.94,1
539,University 150,3.61,Phd,New Brandon,M,1,0,N/A,3,Research Assistant,09/17,01/20,Developer,04/17,01/21,System Analyst,05/17,12/20,8.99,1
540,University 132,3.95,High School,Mooreview,M,N/A,1,N/A,3,Data Analyst,05/21,01/23,System Analyst,01/21,06/24,Data Scientist,12/21,09/25,1.86,1
541,University 143,2.82,High School,New Elizabeth,M,N/A,1,0,3,Web Developer,06/22,09/24,Front-end Developer,08/21,09/23,N/A,N/A,N/A,4.17,0
542,University 107,3.5,Post-Doc,Richardsonville,F,1,1,1,4,UX Designer,02/17,10/17,Research Assistant,02/17,12/20,UX Designer,05/22,04/26,3.1,1
543,University 3,3.37,Bachelors,New Gabrielle,M,1,1,N/A,4,Data Scientist,03/18,03/19,N/A,N/A,N/A,N/A,N/A,N/A,4.08,1
544,University 128,2.87,Some College,South Robert,N/A,1,1,1,3,Technical Support Specialist,01/20,07/21,Back-end Developer,01/21,07/24,N/A,N/A,N/A,8.71,0
545,University 21,3.12,Phd,East Scott,M,1,1,N/A,1,Technical Support Specialist,05/18,02/19,Software Engineer,09/19,01/22,Business Analyst,04/16,08/16,1.41,0
546,University 117,3.28,Masters,South Charleneborough,M,1,1,N/A,0,Front-end Developer,08/22,08/24,N/A,N/A,N/A,N/A,N/A,N/A,2.39,1
547,University 84,3.1,Phd,Kennedyburgh,N/A,N/A,0,1,0,Web Developer,04/19,03/23,Database Administrator,05/17,05/19,N/A,N/A,N/A,9.76,0
548,University 74,3.47,Post-Doc,Jackborough,M,0,0,1,2,Software Engineer,03/21,07/21,Front-end Developer,10/17,03/20,Applications Developer,06/16,12/19,8.64,0
549,University 172,2.88,Masters,North Christopher,M,1,0,0,3,Applications Developer,12/19,08/21,Web Developer,10/19,09/22,UX Designer,07/18,10/20,3.71,1
550,University 184,3.73,Phd,Pamelaland,F,N/A,1,0,3,QA Analyst,03/21,03/24,Web Developer,02/17,07/18,Data Analyst,10/18,12/21,9.08,0
551,University 157,2.93,Post-Doc,Spencerside,M,0,1,N/A,3,Database Administrator,07/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,2.48,1
552,University 9,3.51,High School,New Sethfort,M,N/A,0,0,0,Business Analyst,12/22,06/26,Data Analyst,11/17,06/20,N/A,N/A,N/A,7.57,0
553,University 43,3.4,Masters,Port Kenneth,N/A,1,0,0,4,QA Analyst,04/21,04/23,Research Assistant,06/16,03/17,Teaching Assistant,08/18,06/19,8.12,0
554,University 54,3.83,Post-Doc,North Kenneth,M,0,1,1,3,Data Analyst,04/19,02/20,QA Analyst,04/19,01/23,N/A,N/A,N/A,3.36,0
555,University 79,4.0,High School,Rodriguezfort,F,1,1,N/A,2,Developer,01/23,10/23,Technical Support Specialist,02/22,04/22,Business Analyst,10/19,09/23,5.46,0
556,University 30,3.52,Bachelors,Reynoldston,M,N/A,0,0,1,Teaching Assistant,09/16,12/16,QA Analyst,04/23,02/26,N/A,N/A,N/A,8.85,1
557,University 37,3.73,Bachelors,Smithfort,M,1,1,1,4,System Analyst,09/19,08/23,Database Administrator,10/18,04/19,Data Analyst,04/18,12/21,4.99,0
558,University 41,3.8,Phd,Johnsontown,M,N/A,1,1,3,System Analyst,08/19,03/23,Research Assistant,10/22,05/23,Applications Developer,08/19,11/21,2.73,0
559,University 36,3.49,Masters,New Alexandrachester,M,0,0,1,3,Web Developer,03/20,10/23,N/A,N/A,N/A,N/A,N/A,N/A,1.48,0
560,University 150,3.47,Some College,Watsonburgh,F,0,1,0,3,Developer,06/17,03/18,Database Administrator,12/22,12/23,Back-end Developer,12/22,05/25,6.38,0
561,University 172,3.31,Masters,Whiteview,F,0,1,N/A,4,Software Engineer,07/16,02/17,System Analyst,08/21,11/23,Network Administrator,04/20,01/24,6.24,0
562,University 29,3.79,High School,Jessicamouth,F,0,1,N/A,0,Developer,05/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,7.48,1
563,University 158,3.76,Masters,Wilsonland,N/A,0,0,N/A,3,Network Administrator,06/18,07/19,IT Manager,04/19,05/21,N/A,N/A,N/A,6.1,0
564,University 110,3.84,Post-Doc,Port Kyle,M,0,0,0,0,Technical Support Specialist,05/16,10/19,Applications Developer,09/16,10/17,N/A,N/A,N/A,9.21,1
565,University 193,2.92,High School,Smithbury,F,N/A,0,0,3,Business Analyst,01/17,09/20,N/A,N/A,N/A,N/A,N/A,N/A,3.33,0
566,University 130,3.0,Phd,New Jeanettemouth,M,1,1,N/A,0,System Analyst,09/19,01/20,Front-end Developer,01/20,07/22,Data Scientist,08/18,04/21,8.07,0
567,University 51,3.5,Masters,East Tanya,F,N/A,0,1,3,Software Engineer,08/17,11/19,UX Designer,10/21,01/24,Web Developer,03/23,10/26,7.72,0
568,University 44,3.67,Some College,Jenniferside,M,N/A,1,N/A,3,Business Analyst,12/21,09/25,QA Analyst,11/17,03/18,Data Analyst,06/18,12/21,0.12,0
569,University 134,3.39,Some College,Joneschester,F,0,0,1,3,QA Analyst,05/22,05/26,Front-end Developer,02/18,03/19,System Analyst,12/20,05/23,1.92,0
570,University 174,3.42,Masters,Port Stevenfurt,N/A,N/A,1,N/A,0,Developer,06/17,04/19,Software Engineer,10/21,12/24,System Analyst,04/18,12/19,9.97,0
571,University 138,3.82,Masters,Lake Jessica,F,N/A,0,0,3,Back-end Developer,02/21,06/24,QA Analyst,02/22,02/23,N/A,N/A,N/A,6.27,0
572,University 166,3.88,High School,North Timothy,M,1,0,N/A,0,Teaching Assistant,06/22,11/25,Developer,06/16,02/17,QA Analyst,06/21,01/24,7.69,0
573,University 152,3.93,Bachelors,West Josephburgh,F,N/A,1,1,4,Web Developer,11/17,02/19,Business Analyst,11/18,01/22,QA Analyst,12/21,12/24,2.25,0
574,University 154,3.01,Post-Doc,Katherinechester,M,1,0,0,2,Teaching Assistant,03/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,7.26,1
575,University 53,3.67,High School,North Ashley,F,0,1,0,4,Back-end Developer,05/18,05/21,Teaching Assistant,02/18,09/20,Data Analyst,10/19,05/23,5.93,0
576,University 17,2.9,Post-Doc,Curtisland,N/A,0,0,N/A,3,Web Developer,09/21,04/22,Back-end Developer,04/21,11/21,UX Designer,02/23,10/25,9.99,0
577,University 69,3.62,Some College,South Jamesview,M,0,0,1,0,IT Manager,03/20,12/20,System Analyst,02/20,11/20,Business Analyst,12/21,10/25,8.95,0
578,University 169,3.28,Phd,Bettyshire,F,1,1,0,4,Research Assistant,09/20,11/22,Full-stack Developer,09/17,01/18,N/A,N/A,N/A,2.07,0
579,University 154,3.19,Some College,West Davidton,N/A,0,0,N/A,0,Back-end Developer,11/21,06/23,N/A,N/A,N/A,N/A,N/A,N/A,8.24,0
580,University 26,3.39,Some College,Lake Teresa,N/A,0,1,N/A,0,Developer,10/22,10/25,Data Analyst,12/21,07/24,Data Analyst,08/19,09/19,9.48,0
581,University 150,3.16,Some College,Watersmouth,N/A,1,1,1,4,Network Administrator,07/18,01/19,Data Analyst,04/22,03/23,N/A,N/A,N/A,3.11,0
582,University 184,3.69,Masters,South Aaronshire,N/A,0,1,1,0,Applications Developer,02/21,01/25,Front-end Developer,04/16,08/16,N/A,N/A,N/A,0.18,0
583,University 193,3.32,High School,Brownchester,M,0,0,N/A,3,System Analyst,03/22,10/25,Teaching Assistant,03/21,03/24,N/A,N/A,N/A,3.5,0
584,University 33,3.08,Masters,Marcfort,M,1,0,1,3,Web Developer,08/22,03/26,Back-end Developer,04/19,05/22,IT Manager,04/21,06/21,6.76,0
585,University 30,3.16,Bachelors,Lisaside,M,1,0,0,3,Developer,07/22,09/24,N/A,N/A,N/A,N/A,N/A,N/A,5.5,1
586,University 131,3.76,High School,South William,M,1,0,N/A,4,Developer,06/18,05/21,Software Engineer,09/22,09/24,N/A,N/A,N/A,9.75,1
587,University 111,3.46,Masters,West Amy,M,1,1,N/A,0,Database Administrator,11/22,08/26,N/A,N/A,N/A,N/A,N/A,N/A,8.07,1
588,University 92,3.63,Phd,East Brenda,M,0,0,N/A,3,Full-stack Developer,02/19,05/20,Product Manager,06/19,04/23,Developer,05/16,08/16,1.48,0
589,University 17,3.22,Bachelors,West Sherry,M,1,1,1,0,Data Scientist,08/21,09/24,Research Assistant,07/16,10/18,QA Analyst,04/16,05/19,3.39,0
590,University 53,3.26,Masters,Amandashire,M,1,0,N/A,3,Teaching Assistant,09/19,02/23,Applications Developer,02/23,06/23,Software Engineer,10/22,01/25,5.92,1
591,University 174,3.95,Masters,Brendachester,M,0,0,1,4,Technical Support Specialist,05/18,01/20,Research Assistant,01/18,10/20,IT Manager,03/22,11/25,5.89,1
592,University 129,3.84,High School,Brittanytown,N/A,0,1,1,4,Software Engineer,03/22,01/23,System Analyst,10/17,05/21,Business Analyst,07/17,11/20,2.26,0
593,University 97,3.1,Post-Doc,Thompsonborough,M,N/A,1,0,4,Business Analyst,03/22,05/24,N/A,N/A,N/A,N/A,N/A,N/A,1.88,1
594,University 86,3.2,High School,Ryanstad,M,1,1,N/A,0,IT Manager,10/21,09/23,UX Designer,06/20,11/21,Developer,08/18,02/22,9.8,1
595,University 197,3.89,Phd,Brandyview,M,0,0,N/A,0,Developer,11/22,08/24,Front-end Developer,07/21,10/21,Data Analyst,04/22,02/25,2.29,0
596,University 26,2.82,High School,Gibsonmouth,F,N/A,0,0,0,UX Designer,07/20,06/23,N/A,N/A,N/A,N/A,N/A,N/A,6.51,0
597,University 183,3.35,High School,Adkinsborough,M,1,0,1,3,Full-stack Developer,04/22,07/24,IT Manager,09/16,06/19,Business Analyst,03/19,07/22,8.44,0
598,University 64,3.34,High School,North Robert,N/A,N/A,0,N/A,0,Network Administrator,10/16,01/19,IT Manager,04/17,08/19,Full-stack Developer,07/16,05/20,0.18,0
599,University 38,3.3,Post-Doc,New Christineshire,M,1,0,0,3,Network Administrator,03/19,11/19,Technical Support Specialist,02/22,10/25,Software Engineer,10/21,09/24,5.35,1
600,University 95,3.57,Masters,East Nicoleberg,F,1,0,1,0,IT Manager,11/20,01/24,N/A,N/A,N/A,N/A,N/A,N/A,2.22,0
601,University 162,3.91,Post-Doc,Lake Kevin,N/A,0,0,1,3,Technical Support Specialist,09/19,01/20,N/A,N/A,N/A,N/A,N/A,N/A,3.77,0
602,University 109,3.94,Bachelors,Matthewside,M,1,1,N/A,0,Full-stack Developer,03/18,07/19,N/A,N/A,N/A,N/A,N/A,N/A,4.84,1
603,University 118,3.4,Post-Doc,Desireemouth,M,1,1,0,4,IT Manager,05/17,06/18,Technical Support Specialist,04/21,11/24,Data Analyst,07/21,01/22,2.25,0
604,University 56,2.8,Phd,Virginiaview,N/A,1,0,0,0,Back-end Developer,09/16,12/19,N/A,N/A,N/A,N/A,N/A,N/A,2.94,0
605,University 41,3.39,Phd,Millerstad,M,N/A,1,N/A,2,Product Manager,05/22,07/23,Back-end Developer,04/22,06/23,N/A,N/A,N/A,4.86,1
606,University 144,3.22,Phd,Lake Martin,F,0,0,0,4,System Analyst,02/21,07/24,Teaching Assistant,07/16,07/20,Applications Developer,09/22,09/26,6.62,0
607,University 141,3.5,Phd,Williamsonburgh,M,0,1,0,4,Business Analyst,09/20,06/21,Software Engineer,09/18,10/21,Back-end Developer,03/20,06/21,6.47,1
608,University 64,3.31,High School,North Josephville,F,0,1,1,0,Data Scientist,03/23,06/25,Product Manager,09/18,01/21,N/A,N/A,N/A,0.51,0
609,University 86,3.43,High School,Matthewhaven,N/A,1,1,1,0,Business Analyst,07/18,08/20,Front-end Developer,05/18,01/22,Full-stack Developer,08/17,08/19,7.53,0
610,University 10,3.83,High School,East Davidstad,N/A,1,0,1,3,Research Assistant,10/22,02/26,UX Designer,03/23,06/24,Business Analyst,05/19,08/19,9.45,0
611,University 145,3.3,High School,East Stephanie,F,1,1,0,4,Web Developer,01/17,04/20,Back-end Developer,08/17,11/17,N/A,N/A,N/A,8.71,1
612,University 152,3.34,High School,Smithshire,M,1,0,N/A,0,Data Scientist,11/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,3.61,1
613,University 25,3.53,Some College,Edwardsburgh,F,1,1,N/A,3,Teaching Assistant,09/16,12/18,Front-end Developer,10/16,02/18,Research Assistant,08/19,11/19,8.76,1
614,University 199,3.36,Post-Doc,Manntown,M,0,0,1,4,Front-end Developer,11/16,06/17,Network Administrator,12/19,03/21,Data Analyst,07/18,07/22,6.62,1
615,University 34,3.34,Phd,Ericview,F,N/A,0,N/A,3,Research Assistant,12/19,11/21,Web Developer,02/20,10/23,N/A,N/A,N/A,2.44,0
616,University 189,3.35,Post-Doc,Port Donaldville,M,N/A,0,1,0,System Analyst,01/21,12/23,Network Administrator,11/16,05/20,Developer,12/20,01/24,6.67,0
617,University 40,3.15,High School,Nathantown,M,N/A,0,1,4,Database Administrator,08/16,11/16,Research Assistant,05/16,03/17,Back-end Developer,09/18,10/20,8.06,1
618,University 18,3.37,Post-Doc,Juanport,M,1,0,1,3,Data Scientist,04/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A,6.55,0
619,University 144,3.33,Some College,East Francisco,M,0,0,1,3,Data Scientist,09/20,02/23,N/A,N/A,N/A,N/A,N/A,N/A,7.2,1
620,University 96,3.56,High School,West Matthew,M,1,0,1,0,Front-end Developer,09/20,11/22,Full-stack Developer,06/22,12/25,Data Analyst,04/22,12/23,4.09,0
621,University 164,2.98,Bachelors,East Edwardhaven,M,N/A,1,1,1,Back-end Developer,08/16,09/16,Web Developer,06/21,02/25,IT Manager,08/19,03/23,5.23,0
622,University 9,3.65,Bachelors,Hartmanshire,F,0,1,0,3,System Analyst,02/19,12/21,Business Analyst,06/22,01/25,Data Analyst,01/21,11/23,4.04,0
623,University 195,2.98,Some College,Gibbsstad,F,0,0,N/A,0,Business Analyst,01/23,08/25,Back-end Developer,04/18,06/19,N/A,N/A,N/A,8.07,0
624,University 10,3.86,Phd,Walkermouth,F,N/A,0,0,2,Developer,04/16,10/19,QA Analyst,06/18,09/20,Front-end Developer,07/21,09/23,7.16,0
625,University 115,2.89,Some College,Christinemouth,F,1,1,N/A,2,Front-end Developer,03/17,06/17,N/A,N/A,N/A,N/A,N/A,N/A,6.22,1
626,University 14,3.94,Bachelors,Port Maureenton,M,N/A,1,1,3,Product Manager,03/21,12/23,N/A,N/A,N/A,N/A,N/A,N/A,5.01,1
627,University 42,3.38,Some College,Lake Taramouth,M,0,0,N/A,0,Full-stack Developer,06/16,07/19,Research Assistant,11/19,02/22,Back-end Developer,11/18,10/21,0.26,0
628,University 68,3.52,Bachelors,Michaelville,F,N/A,0,1,0,System Analyst,10/20,01/21,Research Assistant,02/18,12/21,N/A,N/A,N/A,3.64,0
629,University 90,3.81,High School,South Phillipmouth,M,N/A,1,0,0,Applications Developer,12/18,11/22,Data Analyst,07/21,10/23,Research Assistant,01/20,03/21,5.04,0
630,University 190,2.96,Masters,South Haileychester,M,N/A,1,N/A,4,Network Administrator,11/16,03/18,Database Administrator,05/17,08/20,N/A,N/A,N/A,4.25,1
631,University 53,3.51,High School,West Sherrihaven,N/A,N/A,1,N/A,3,Data Scientist,03/23,06/26,Teaching Assistant,11/20,09/24,Full-stack Developer,06/16,06/20,9.72,0
632,University 119,3.59,Some College,East Wesleyton,N/A,1,0,N/A,0,Back-end Developer,06/18,08/20,Software Engineer,04/18,10/20,Database Administrator,01/21,04/23,2.38,0
633,University 181,3.56,Post-Doc,Cookfort,F,1,1,1,3,Data Analyst,06/21,04/25,Back-end Developer,05/17,12/19,N/A,N/A,N/A,1.43,0
634,University 200,3.1,Post-Doc,Dunnhaven,N/A,0,1,0,4,Front-end Developer,09/17,05/20,Full-stack Developer,09/19,01/20,Applications Developer,01/17,07/19,2.56,0
635,University 173,3.43,Some College,Keithburgh,M,0,0,N/A,2,QA Analyst,07/22,05/23,IT Manager,02/18,08/20,IT Manager,12/20,03/24,6.04,0
636,University 87,2.96,High School,South Brad,M,1,0,0,4,Business Analyst,11/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,5.85,1
637,University 77,2.98,Post-Doc,East Georgeshire,M,0,0,1,3,UX Designer,03/18,01/19,Software Engineer,10/19,04/22,Database Administrator,12/17,06/19,4.04,0
638,University 24,3.54,Bachelors,Jeanetteport,F,N/A,0,N/A,0,System Analyst,11/18,07/20,Developer,10/18,05/21,System Analyst,08/18,02/21,3.08,0
639,University 110,3.39,Phd,Debraberg,N/A,N/A,1,0,3,Business Analyst,12/22,04/23,Business Analyst,08/20,11/23,N/A,N/A,N/A,3.02,0
640,University 123,2.83,Some College,Douglasland,F,0,1,N/A,0,QA Analyst,09/22,03/25,N/A,N/A,N/A,N/A,N/A,N/A,8.38,1
641,University 27,3.76,Some College,Buchananland,M,1,1,0,3,Research Assistant,09/17,08/21,N/A,N/A,N/A,N/A,N/A,N/A,4.74,1
642,University 104,3.31,Some College,Chamberstown,F,N/A,1,0,3,Research Assistant,02/21,10/22,Front-end Developer,04/17,09/18,Applications Developer,05/19,10/21,0.15,0
643,University 137,2.91,Post-Doc,Gardnermouth,M,0,1,0,3,IT Manager,11/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,8.23,1
644,University 171,2.82,Masters,North Maryburgh,F,0,0,0,0,Product Manager,08/17,08/18,Front-end Developer,03/19,08/21,Data Scientist,07/18,11/19,8.33,1
645,University 97,3.07,High School,Port Mark,M,1,1,N/A,3,Data Scientist,05/20,11/21,UX Designer,11/21,03/24,N/A,N/A,N/A,4.83,1
646,University 97,3.16,High School,Loweryshire,N/A,0,1,1,0,Product Manager,01/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A,1.58,0
647,University 165,3.45,Masters,Edwardsburgh,F,0,0,0,0,Database Administrator,03/21,12/24,UX Designer,04/18,03/22,UX Designer,02/19,05/22,9.71,0
648,University 188,3.64,Post-Doc,Salinasmouth,M,0,0,1,1,System Analyst,11/22,09/24,N/A,N/A,N/A,N/A,N/A,N/A,9.86,1
649,University 5,3.12,High School,North Brianton,F,1,1,1,0,UX Designer,04/17,08/18,Front-end Developer,05/16,11/16,Business Analyst,04/21,07/24,9.32,0
650,University 45,2.9,Bachelors,South Ana,N/A,0,0,0,3,IT Manager,04/17,08/20,Teaching Assistant,12/17,08/21,Applications Developer,03/20,03/21,3.79,0
651,University 145,3.4,Masters,New Mark,F,N/A,1,0,3,Research Assistant,08/20,05/23,IT Manager,11/17,12/19,N/A,N/A,N/A,8.3,0
652,University 167,3.99,High School,Port Melindamouth,F,0,0,1,3,Research Assistant,03/22,10/22,N/A,N/A,N/A,N/A,N/A,N/A,3.33,0
653,University 18,3.04,Masters,West Joshuahaven,F,0,0,N/A,4,Business Analyst,04/23,09/23,Product Manager,06/17,03/19,Front-end Developer,08/18,07/19,6.48,0
654,University 7,3.03,Post-Doc,Tylerside,M,1,0,0,3,IT Manager,03/23,12/23,N/A,N/A,N/A,N/A,N/A,N/A,5.44,1
655,University 10,3.27,Some College,Yorkmouth,F,N/A,0,1,4,UX Designer,09/17,04/20,IT Manager,12/19,07/22,Network Administrator,04/17,07/18,8.17,0
656,University 200,3.46,Some College,South Joshuamouth,M,0,0,N/A,3,Teaching Assistant,10/17,02/21,Software Engineer,12/17,10/18,N/A,N/A,N/A,6.06,0
657,University 85,2.99,Masters,South Jomouth,F,0,0,N/A,3,Developer,12/20,10/22,Web Developer,08/16,05/18,Applications Developer,10/18,05/21,9.01,0
658,University 178,2.93,High School,Gonzalezberg,M,0,1,1,3,Data Analyst,03/18,11/20,Front-end Developer,09/18,03/20,N/A,N/A,N/A,4.93,1
659,University 38,2.87,Some College,Hurleyside,F,0,0,0,4,System Analyst,12/16,02/17,QA Analyst,05/22,06/24,N/A,N/A,N/A,1.92,0
660,University 28,3.12,Bachelors,Brownfurt,M,N/A,0,N/A,0,QA Analyst,08/18,08/19,Technical Support Specialist,05/19,04/23,Developer,06/19,01/22,7.87,1
661,University 188,3.2,High School,Kellermouth,N/A,1,0,N/A,3,QA Analyst,05/18,07/19,Technical Support Specialist,10/21,03/24,Business Analyst,10/21,08/22,3.15,0
662,University 172,3.1,High School,Kimborough,M,N/A,1,1,0,Applications Developer,01/17,02/20,Research Assistant,12/18,03/20,N/A,N/A,N/A,1.26,0
663,University 198,3.1,Phd,Catherinetown,N/A,0,1,N/A,4,IT Manager,11/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A,5.96,0
664,University 168,3.67,Post-Doc,North Michaelstad,F,0,1,N/A,0,Business Analyst,10/16,02/17,N/A,N/A,N/A,N/A,N/A,N/A,6.03,0
665,University 161,3.07,Phd,Taylormouth,F,0,0,0,0,Back-end Developer,11/17,08/21,Teaching Assistant,07/19,12/22,Business Analyst,03/22,07/24,5.74,0
666,University 86,3.9,Masters,Port Jamie,M,1,1,N/A,0,Web Developer,05/22,10/25,N/A,N/A,N/A,N/A,N/A,N/A,2.08,0
667,University 101,2.95,Some College,South Michael,F,1,0,N/A,4,IT Manager,09/20,04/23,Database Administrator,12/19,06/20,N/A,N/A,N/A,8.52,0
668,University 163,3.21,Masters,Shellyborough,N/A,0,0,0,3,System Analyst,10/18,01/20,IT Manager,06/19,06/23,Full-stack Developer,04/19,08/21,9.0,0
669,University 180,3.72,Some College,Ballstad,M,N/A,1,1,0,System Analyst,08/20,02/22,Research Assistant,02/18,12/21,Business Analyst,02/17,11/18,3.79,0
670,University 37,3.69,High School,East Adam,M,N/A,1,0,0,IT Manager,07/22,03/26,Developer,06/17,02/18,Back-end Developer,05/18,12/18,7.44,0
671,University 105,3.15,Bachelors,South Arthurfurt,M,0,1,1,3,System Analyst,03/20,10/21,UX Designer,10/21,11/24,N/A,N/A,N/A,4.49,1
672,University 77,3.75,High School,Samuelmouth,M,1,0,1,3,Applications Developer,06/18,01/20,N/A,N/A,N/A,N/A,N/A,N/A,3.29,1
673,University 33,3.74,High School,East Tammyport,M,N/A,0,1,2,Data Scientist,07/22,05/24,Data Analyst,01/19,01/22,N/A,N/A,N/A,7.75,0
674,University 136,3.37,Bachelors,Lake Gloria,M,1,0,0,0,Web Developer,11/20,10/24,Front-end Developer,07/19,09/21,Database Administrator,03/19,02/23,4.87,1
